#     'r'     'g11(r)'     'g12(r)'     'g22(r)'
    1.5786             0     5.640734             0
    1.5882             0     17.85998             0
    1.5978             0      41.8957             0
    1.6074             0     64.46467             0
     1.617             0      53.3236             0
    1.6266             0     26.98378             0
    1.6362             0     10.03754             0
    1.6458             0     2.606076             0
    1.6554             0    0.8039033             0
     1.665             0    0.1745573             0
    1.6746             0   0.06033651             0
    1.6842             0     0.068002             0
    1.6938             0    0.1521603             0
    1.7034             0     0.348719             0
     1.713             0    0.7761394             0
    1.7226             0     1.314927             0
    1.7322             0     1.497769             0
    1.7418             0     1.466809             0
    1.7514             0     1.270948             0
     1.761             0     1.258225             0
    1.7706             0    0.9769155             0
    1.7801             0    0.8275897             0
    1.7897             0    0.8050048             0
    1.7993             0     1.073419             0
    1.8089             0     1.438486             0
    1.8185             0     1.652553             0
    1.8281             0     1.558296             0
    1.8377             0     1.225435             0
    1.8473             0    0.8557573             0
    1.8569             0    0.5593893             0
    1.8665             0    0.2884819             0
    1.8761             0    0.1653622             0
    1.8857             0    0.1008747             0
    1.8953             0    0.1111601             0
    1.9049             0   0.09139162             0
    1.9145             0    0.1098658             0
    1.9241             0    0.1233975             0
    1.9337             0    0.1086007             0
    1.9433             0    0.0842324             0
    1.9529             0   0.07719547             0
    1.9625             0   0.06589857             0
    1.9721             0    0.0661289             0
    1.9817             0   0.03188328             0
    1.9913             0   0.02816301             0
    2.0009             0   0.01436939             0
    2.0105             0   0.01423254             0
    2.0201             0   0.01824399             0
    2.0297             0   0.01889333             0
    2.0393             0   0.01790219             0
    2.0488             0    0.0128981             0
    2.0584             0   0.01597265             0
     2.068             0   0.01345104             0
    2.0776             0   0.01019129             0
    2.0872             0  0.006214024             0
    2.0968             0  0.006926935             0
    2.1064             0  0.004575975             0
     2.116             0  0.002267282             0
    2.1256             0            0             0
    2.1352             0 0.0007422351             0
    2.1448             0            0             0
    2.1544             0            0             0
     2.164             0            0             0
    2.1736             0            0             0
    2.1832             0            0             0
    2.1928             0            0             0
    2.2024             0            0             0
     2.212             0            0             0
    2.2216             0            0             0
    2.2312             0            0             0
    2.2408             0            0             0
    2.2504             0            0             0
      2.26             0            0             0
    2.2696             0            0             0
    2.2792             0            0             0
    2.2888             0            0             0
    2.2984             0            0             0
     2.308             0            0             0
    2.3176             0            0             0
    2.3271             0            0             0
    2.3367             0            0             0
    2.3463             0            0             0
    2.3559             0            0             0
    2.3655             0            0             0
    2.3751             0            0             0
    2.3847             0            0             0
    2.3943             0            0             0
    2.4039             0            0             0
    2.4135             0            0             0
    2.4231             0            0             0
    2.4327             0            0             0
    2.4423             0            0             0
    2.4519             0            0             0
    2.4615             0            0             0
    2.4711             0            0             0
    2.4807             0            0             0
    2.4903             0            0             0
    2.4999             0            0             0
    2.5095             0            0             0
    2.5191             0            0             0
    2.5287             0            0             0
    2.5383             0            0             0
    2.5479   0.003133131            0             0
    2.5575     0.0450901            0             0
    2.5671     0.1553516            0             0
    2.5767     0.5948312            0             0
    2.5863      2.243615            0             0
    2.5958      5.700703            0             0
    2.6054      12.44014            0             0
     2.615      20.55094            0             0
    2.6246      23.56751            0             0
    2.6342      23.04341            0             0
    2.6438      17.77214            0             0
    2.6534      9.376561            0             0
     2.663      3.609399            0             0
    2.6726      1.031254            0             0
    2.6822     0.3152237            0             0
    2.6918    0.06596443            0             0
    2.7014    0.03855473            0             0
     2.711   0.005073553            0             0
    2.7206    0.01786138            0             0
    2.7302    0.06503212            0             0
    2.7398     0.1815391            0             0
    2.7494     0.3605481            0             0
     2.759     0.6377108            0             0
    2.7686     0.9375634            0             0
    2.7782      1.158602            0             0
    2.7878      1.290216            0             0
    2.7974      1.362819            0             0
     2.807      1.450749            0             0
    2.8166      1.517368            0             0
    2.8262      1.575835            0             0
    2.8358      1.466968            0             0
    2.8454      1.311381            0             0
     2.855     0.9844208            0             0
    2.8646      0.737818            0             0
    2.8741     0.5182821            0             0
    2.8837     0.3974405            0             0
    2.8933     0.3053185            0             0
    2.9029     0.2168176            0             0
    2.9125     0.1494551            0             0
    2.9221    0.07939842            0             0
    2.9317    0.05284925            0             0
    2.9413     0.0446684            0             0
    2.9509    0.03153198            0             0
    2.9605    0.04989257            0             0
    2.9701    0.08223354            0             0
    2.9797     0.1076669            0             0
    2.9893     0.1513608            0    0.01064031
    2.9989     0.1752707            0    0.03020664
    3.0085     0.1644167            0     0.1215577
    3.0181     0.1626285            0     0.8529571
    3.0277     0.1346044            0       3.23317
    3.0373     0.1058282            0      8.685672
    3.0469    0.07595081            0      19.66017
    3.0565    0.05805741            0      32.38123
    3.0661    0.02488077            0      26.56694
    3.0757    0.02221734            0      12.38298
    3.0853   0.007834608            0      4.697538
    3.0949   0.002831308            0      1.860574
    3.1045   0.002813831            0     0.4242193
    3.1141  0.0006991287            0       0.14147
    3.1237  0.0003474198            0      0.027842
    3.1333             0            0    0.06364495
    3.1428             0            0    0.09901075
    3.1524             0            0     0.2227867
     3.162             0            0     0.4211369
    3.1716             0            0     0.7143075
    3.1812             0            0     0.9838058
    3.1908             0            0      1.211365
    3.2004             0            0      1.318157
      3.21             0            0      1.604246
    3.2196             0            0      2.162078
    3.2292             0            0      2.300345
    3.2388             0            0      2.354067
    3.2484             0            0      2.099467
     3.258             0            0      1.769763
    3.2676   0.003174844            0      1.470605
    3.2772    0.01230948            0      1.230563
    3.2868    0.03200631            0      1.041074
    3.2964     0.2261732            0     0.8125169
     3.306     0.8147759            0     0.6611587
    3.3156      2.027478            0     0.5090655
    3.3252      2.836519            0     0.3488867
    3.3348      2.729685            0     0.2638254
    3.3444      1.588116            0     0.1530162
     3.354     0.8154362            0     0.1255774
    3.3636     0.5606016            0     0.1116553
    3.3732     0.9435263            0       0.12654
    3.3828      1.781565            0     0.1080179
    3.3924      3.901778            0      0.105047
     3.402      5.957944            0     0.1150181
    3.4116      5.061476            0     0.1190402
    3.4211       2.62546            0    0.09864439
    3.4307      1.244194            0    0.08770696
    3.4403     0.4966236            0    0.07344702
    3.4499     0.1985142  0.004549086    0.05934417
    3.4595     0.1566286   0.02997073    0.05788049
    3.4691      0.162805    0.0449889    0.04175973
    3.4787     0.1473419    0.2782332    0.03703996
    3.4883     0.1735545    0.8885134    0.03013891
    3.4979     0.3075279     2.190167    0.01887237
    3.5075     0.4243289     5.386772    0.02649775
    3.5171      0.463944     9.514448    0.02305918
    3.5267     0.5140243     9.851533    0.03057848
    3.5363     0.6142449     6.885675    0.02280956
    3.5459      1.324299     3.364748    0.01620447
    3.5555      2.783949      1.47602    0.02041502
    3.5651      4.450853    0.6051789    0.01389307
    3.5747      6.033522    0.3585652    0.01062968
    3.5843      6.962503    0.3458482   0.006343699
    3.5939      4.700024    0.8103605   0.002103289
    3.6035      2.772695     1.971213   0.001046051
    3.6131      1.363023     3.721652   0.003121504
    3.6227     0.6403232     5.397328             0
    3.6323     0.3119202     4.336218   0.001029534
    3.6419     0.1745636     2.641719             0
    3.6515      0.111358     1.331438             0
    3.6611     0.1176036    0.9025867             0
    3.6707     0.1373683    0.5635883             0
    3.6803     0.2082328    0.4452244             0
    3.6898     0.2646654    0.4764655             0
    3.6994     0.4346953    0.5729006             0
     3.709     0.6357368    0.6420125             0
    3.7186      0.885934    0.6059115             0
    3.7282     0.9906369    0.5348722             0
    3.7378     0.8128053    0.3996419             0
    3.7474     0.5923646    0.3585608             0
     3.757     0.4173908    0.3790272             0
    3.7666     0.3681968    0.4612954             0
    3.7762     0.3934279    0.5866256             0
    3.7858     0.4735073    0.6910838             0
    3.7954     0.5078262    0.8466303             0
     3.805     0.4743618    0.9045375             0
    3.8146     0.4176983    0.8353415             0
    3.8242     0.3360996    0.6640905             0
    3.8338     0.2693804    0.5120392             0
    3.8434     0.2437116    0.4105206             0
     3.853     0.2614514    0.4216991             0
    3.8626     0.2501567    0.6915565             0
    3.8722     0.2204318     1.354825             0
    3.8818     0.1770493     2.562871             0
    3.8914      0.144613     4.205269             0
     3.901     0.1176168      4.63602             0
    3.9106    0.09243522     2.511112             0
    3.9202    0.07213072     1.031198             0
    3.9298    0.04916962    0.5166995             0
    3.9394    0.03560557    0.3484596             0
     3.949    0.03412846    0.2959898             0
    3.9585    0.02357954    0.4493929             0
    3.9681    0.01442382     1.090439             0
    3.9777   0.005998817     2.386592             0
    3.9873   0.004903909      4.53867             0
    3.9969   0.002121909     4.055553             0
    4.0065   0.001478229     2.278423             0
    4.0161  0.0004203352     1.041251             0
    4.0257   0.001882501    0.5169979             0
    4.0353    0.02040097    0.2585178             0
    4.0449    0.09820641    0.2155136             0
    4.0545     0.3864318    0.2402257             0
    4.0641      1.023914    0.2815023             0
    4.0737      2.213657    0.4804209             0
    4.0833      3.692099     1.067145             0
    4.0929      3.848631     2.184491             0
    4.1025      2.159334     3.793636             0
    4.1121       0.95866     4.328094             0
    4.1217     0.3224569     3.217975             0
    4.1313     0.1151963     1.739021             0
    4.1409    0.07453091     0.999388             0
    4.1505     0.1375503    0.8303517             0
    4.1601     0.4234812     1.456929             0
    4.1697      1.048766     3.490013             0
    4.1793      2.439195     6.819555             0
    4.1889      3.874264     10.31028             0
    4.1985       3.55484     9.750246             0
    4.2081      1.961043     6.233904             0
    4.2177      1.060293     3.077008             0
    4.2273     0.4207522     1.373498             0
    4.2368     0.1797762    0.7020213             0
    4.2464    0.05771232     0.408727             0
     4.256    0.02507692    0.4014683             0
    4.2656    0.02608202    0.3950145             0
    4.2752    0.04599525    0.4634122             0
    4.2848     0.1098578    0.5061272             0
    4.2944     0.2354614    0.4345079             0
     4.304     0.4618715    0.3474463             0
    4.3136     0.6381716    0.3833657    0.03503922
    4.3232     0.6866694    0.5176386     0.2231112
    4.3328     0.6538373    0.8120473     0.8588313
    4.3424     0.5218751      1.17384      2.197747
     4.352     0.4399304     1.455075      6.081545
    4.3616     0.3685017     1.674056      12.07393
    4.3712     0.3243069     2.266384      16.63315
    4.3808     0.3343688      3.37597      15.38405
    4.3904     0.3070568     4.050467      11.08951
       4.4     0.2756022     3.108689       6.40006
    4.4096     0.2154786     1.755295      2.560909
    4.4192     0.1569155     1.031349     0.9285272
    4.4288     0.1011042    0.8950733     0.3282522
    4.4384    0.08036188    0.9406803      0.263398
     4.448    0.07727407    0.9162716      0.405752
    4.4576    0.08291279    0.8113391      0.516117
    4.4672     0.1144926    0.7357874     0.3702816
    4.4768     0.1530742    0.9060443     0.3083761
    4.4864     0.2959138      1.44472     0.3596968
     4.496     0.6694653     2.464284     0.7505967
    4.5055      1.162905     3.484326      1.244556
    4.5151      2.179752     2.830301       1.42183
    4.5247      3.230026     1.435848       1.36671
    4.5343      2.552585     0.672507      1.129705
    4.5439      1.200639    0.2851749     0.9617896
    4.5535     0.3962935    0.0962901     0.8280323
    4.5631     0.1813597     0.036404     0.8878298
    4.5727    0.07084551   0.02459914      1.201113
    4.5823    0.06473726   0.03239302      1.617855
    4.5919     0.1162335   0.04589911      1.981505
    4.6015     0.1378423    0.1312103      2.029059
    4.6111     0.1227611    0.3017544      1.747202
    4.6207    0.09589613    0.7314442      1.161665
    4.6303    0.07810683      1.63566     0.6740928
    4.6399     0.1281705     3.190055     0.4012701
    4.6495      0.218434      3.67265     0.2664103
    4.6591     0.3171671     2.933418     0.2696941
    4.6687     0.3604993     1.965021     0.3265414
    4.6783     0.3693991     1.325827     0.4319492
    4.6879     0.6267212    0.9774845     0.4221475
    4.6975      1.059987    0.6792073     0.3613311
    4.7071      1.468298    0.4545242     0.3003936
    4.7167      1.692718    0.2975253     0.2600969
    4.7263       1.22846     0.189062      0.207355
    4.7359      1.487984    0.1422786     0.1659392
    4.7455      2.602369     0.142455     0.1489831
    4.7551      2.899668    0.1445746      0.130961
    4.7647      1.964007    0.1292358    0.08974813
    4.7743      1.057551    0.0966489      0.072702
    4.7838     0.5099921   0.07526439    0.03798589
    4.7934     0.2823759   0.06686317    0.02541968
     4.803     0.2061609   0.07510414     0.0129535
    4.8126     0.1674329   0.09891198    0.06978752
    4.8222     0.1533558    0.1383918     0.4024573
    4.8318     0.1479558    0.1879936      1.114147
    4.8414      0.162989    0.2230531      2.653512
     4.851     0.1855369    0.2510753       4.45718
    4.8606     0.2335889    0.2717131      4.778805
    4.8702     0.3743003    0.2961811      3.358107
    4.8798     0.7809633    0.3041123      2.493283
    4.8894      1.825358    0.2590388      3.805655
     4.899      4.249703    0.1813224      7.708294
    4.9086      7.680307    0.1165706      14.91439
    4.9182      8.219902   0.07050906      15.47956
    4.9278      4.979562   0.07009535      9.673021
    4.9374      3.197843   0.09050633       4.78569
     4.947       2.47597    0.1891607      2.322795
    4.9566      2.963948    0.5177663      1.074249
    4.9662      3.325399     1.148025     0.5166005
    4.9758      2.060747     1.993339     0.3209453
    4.9854      1.239112     2.776592      0.209315
     4.995       1.10895     2.129279     0.1812907
    5.0046      1.412074    0.9510524     0.3145517
    5.0142       1.69386    0.3665027     0.6239964
    5.0238      1.172701    0.1311317      1.006424
    5.0334     0.8401489    0.0487533      1.434722
     5.043     0.7663084   0.07850705      1.593237
    5.0525     0.6193249    0.1764345      1.621244
    5.0621     0.4047932    0.3438731      1.265261
    5.0717      0.244857    0.6388381     0.8184919
    5.0813     0.1890546     1.172201     0.4676732
    5.0909     0.2206485     1.969594     0.2243085
    5.1005     0.2957849     2.178375     0.1143432
    5.1101     0.5680608     1.662088     0.1596878
    5.1197      1.274384    0.7796475     0.3021151
    5.1293      2.277431     0.281548     0.5436328
    5.1389      3.029352    0.1503077     0.9371349
    5.1485      2.767417    0.1223005      1.396368
    5.1581      2.166843    0.1227361      1.756201
    5.1677      2.202342    0.1597886      1.873281
    5.1773       2.92908    0.1551569       1.91195
    5.1869      3.565631    0.1022589      1.762508
    5.1965      2.996988   0.07506405      1.498967
    5.2061      2.435011    0.1564421      1.211295
    5.2157      2.567742    0.4897432     0.9067539
    5.2253      2.946921     1.230462     0.5865307
    5.2349      2.307363     2.200495     0.3216828
    5.2445      1.457396     2.773534     0.1718587
    5.2541     0.6971198     2.106852    0.07971122
    5.2637     0.3086887     1.260214    0.05147647
    5.2733     0.1486021     0.703144    0.04786999
    5.2829     0.1413823    0.3860651    0.06278382
    5.2925     0.2352675    0.2202408    0.08680299
    5.3021     0.3896092    0.2181201     0.1096817
    5.3117     0.5291378    0.2603914     0.1376903
    5.3213     0.5982229    0.2982934     0.1175265
    5.3308     0.5924924    0.3247275     0.1089781
    5.3404     0.5731306    0.2848813     0.1376386
      5.35     0.5100842    0.2161168     0.3464223
    5.3596     0.4832416    0.1425414     0.9140253
    5.3692     0.5711165   0.09414046        2.3709
    5.3788     0.8926958   0.09052986      4.466678
    5.3884      1.608116    0.1137503       6.04556
     5.398      2.732252    0.1391278      6.088413
    5.4076      3.055725    0.1441891      5.859191
    5.4172       2.19312    0.1278809      3.436234
    5.4268      1.263845   0.09157886      1.564917
    5.4364     0.7034446   0.07614194     0.5836824
     5.446     0.3752286    0.1005186     0.1699084
    5.4556     0.2673061    0.1631523    0.03605279
    5.4652     0.1969105    0.2426801   0.009095263
    5.4748     0.1566373    0.2810061    0.01857998
    5.4844     0.1882092    0.2831737    0.04922285
     5.494     0.4200272    0.2390223     0.1579534
    5.5036     0.9018144    0.1824406     0.2533695
    5.5132      1.751295    0.1360483     0.3575054
    5.5228      2.029396    0.1223734      0.407477
    5.5324      1.469701    0.1221703     0.4713013
     5.542       1.15006    0.1339775     0.5643122
    5.5516      1.547878    0.1200095     0.6416931
    5.5612      2.728301    0.1065747     0.6372843
    5.5708      3.559454    0.0829817     0.6617898
    5.5804       2.93305   0.05520347     0.5910341
      5.59      1.585925   0.04104398      0.430779
    5.5995     0.8256535   0.05342267     0.3162379
    5.6091     0.4674955    0.1117503     0.1830499
    5.6187     0.3689403    0.3603679      0.161343
    5.6283     0.4645265    0.8749899     0.1878066
    5.6379     0.5398376     1.670038     0.2743418
    5.6475     0.4904961     2.225204     0.3875441
    5.6571     0.4758049     2.206452     0.5211989
    5.6667     0.5214875     2.407851     0.7195106
    5.6763     0.5831659     1.865979     0.8448137
    5.6859     0.6186316     1.051418     0.8709542
    5.6955     0.5622088     0.522009     0.7444971
    5.7051     0.4408606    0.2454677     0.5600432
    5.7147     0.3319493    0.1226847      0.345629
    5.7243     0.2912154   0.07962246     0.1989725
    5.7339     0.3444748   0.05269826      0.189218
    5.7435     0.4872928   0.04052014     0.4232895
    5.7531     0.6438027   0.07524915      1.136774
    5.7627       0.77283    0.1660977      2.443089
    5.7723     0.7933572     0.579106      3.678752
    5.7819     0.7229899     1.262276      2.699124
    5.7915     0.5853704     1.982991      1.158607
    5.8011     0.4064505     1.901018     0.4657855
    5.8107     0.2767995     1.288686     0.1552858
    5.8203     0.1732177    0.7898639    0.05974442
    5.8299     0.1394349    0.6433933    0.02517797
    5.8395     0.1615433    0.8228871    0.01712853
    5.8491     0.1928201     1.437606    0.01191095
    5.8587     0.2163853     1.972284     0.0110805
    5.8683     0.2352674     1.930659    0.02011639
    5.8778     0.2261599     2.022796    0.05779335
    5.8874     0.2022452     2.517428    0.09640037
     5.897     0.2128951     2.894687     0.1538952
    5.9066     0.3002335     2.981119     0.2133522
    5.9162     0.5469006     2.278454     0.3418869
    5.9258      1.068541     1.213357     0.5132982
    5.9354      1.580361    0.7083141     0.8374389
     5.945      1.176652    0.5705489      1.075705
    5.9546     0.7623413    0.7135854      1.031251
    5.9642     0.7446427      1.25363     0.6709068
    5.9738      1.266217     2.209141     0.3128714
    5.9834      1.861708     3.467416     0.1172353
     5.993      2.206193     3.612912    0.07563762
    6.0026      2.214574     2.340429    0.06861033
    6.0122      2.387663     1.457822    0.08718034
    6.0218      2.070633     1.222119     0.1060063
    6.0314      1.520966     1.470419     0.1276992
     6.041     0.9214611     2.049288     0.1373433
    6.0506     0.8876138     2.497938     0.1328268
    6.0602      1.351944     2.140909     0.1031882
    6.0698      1.898813     1.418997    0.08221604
    6.0794      1.682693     1.019345    0.07093112
     6.089      1.140968    0.8302126    0.07803494
    6.0986     0.5765737    0.6951274    0.06354639
    6.1082     0.3404424    0.6754399    0.06334687
    6.1178     0.2639283    0.6310081    0.05951908
    6.1274     0.2938908    0.5370982    0.04594673
     6.137     0.3739786    0.4476358    0.03354089
    6.1465      0.465409    0.4245631    0.03451483
    6.1561       0.54786    0.3986854    0.02078775
    6.1657      0.624089    0.3602376    0.02072309
    6.1753     0.6667743     0.332409    0.02422058
    6.1849     0.6460089    0.3474784    0.02805136
    6.1945     0.5849968    0.4434976    0.03150433
    6.2041     0.5063048    0.8093494    0.03881757
    6.2137      0.423267     1.464182      0.033069
    6.2233     0.3746986     2.094355    0.03401923
    6.2329     0.3509462     1.759872    0.02517369
    6.2425     0.3889259     1.189327    0.01917083
    6.2521     0.4444489    0.8004371    0.01042474
    6.2617     0.4812148    0.6138085   0.008314247
    6.2713     0.5162885    0.5554017   0.006561984
    6.2809     0.4783642    0.6431737   0.003098817
    6.2905     0.4235355    0.8806628    0.00102979
    6.3001     0.3481994     1.354742   0.001026655
    6.3097     0.2908594     1.794571  0.0003411782
    6.3193     0.2454106     1.357796  0.0003401427
    6.3289     0.2565152    0.7091556             0
    6.3385     0.3131137    0.4044629             0
    6.3481     0.5602364     0.200025             0
    6.3577     0.8763979    0.1604917             0
    6.3673      0.799844    0.2987322             0
    6.3769     0.4950854     0.721658             0
    6.3865     0.3621995     1.475736             0
    6.3961     0.2378145     2.328521             0
    6.4057     0.2343762     2.569704             0
    6.4152     0.2664577     1.721033             0
    6.4248      0.467927    0.9067663             0
    6.4344     0.9341289    0.5145177             0
     6.444      2.108004    0.3413662             0
    6.4536      2.831322    0.3004585             0
    6.4632      2.283768    0.3695577             0
    6.4728      1.156503    0.5112602             0
    6.4824       0.50652    0.7338593             0
     6.492     0.1939181     1.017527             0
    6.5016     0.1010436     1.677053             0
    6.5112     0.1146585     2.193407             0
    6.5208     0.1541025     2.300203             0
    6.5304     0.2012631     2.287734    0.02038433
      6.54     0.2561512     1.858698    0.07526436
    6.5496     0.3183822    0.9213819     0.2070833
    6.5592      0.325094     0.483019     0.6061735
    6.5688     0.2367844    0.3183276      1.748993
    6.5784     0.1699815     0.405527      3.532672
     6.588     0.1337148    0.7069435      5.240862
    6.5976     0.1115983     1.270463       4.09475
    6.6072    0.07912671      2.10186      2.042676
    6.6168    0.06031505     2.610764     0.7827471
    6.6264    0.04331041     2.742546     0.2753185
     6.636    0.05049824     2.777653     0.1206049
    6.6456     0.1070758     2.874841     0.1205644
    6.6552     0.2454499     2.935701     0.2882755
    6.6648     0.6513521     2.283736     0.4158792
    6.6744      1.232453     1.458737     0.4534083
     6.684      1.589715    0.9822746     0.4080215
    6.6935      1.327537    0.9208496     0.3401552
    6.7031     0.9007244     1.160948     0.2421433
    6.7127     0.6553139     1.588242     0.1434843
    6.7223     0.6371663     1.845353    0.06823109
    6.7319     0.7644557     1.524838     0.0566473
    6.7415      1.261493       1.0331     0.1374795
    6.7511      1.867043    0.6697003     0.2416937
    6.7607      2.045822    0.5259484     0.3292687
    6.7703      1.685342    0.4836328     0.4939856
    6.7799      1.256983    0.5378455     0.6394486
    6.7895      1.098344    0.5885199     0.7478448
    6.7991      1.266689     0.693881     0.7081253
    6.8087      1.234676    0.7974052     0.6337595
    6.8183     0.8082117    0.9215262     0.4759548
    6.8279     0.4330009    0.9501496     0.3461301
    6.8375     0.2680628    0.8932701     0.1798431
    6.8471      0.198839    0.7331999     0.1196561
    6.8567     0.2319548    0.5643048     0.1412788
    6.8663     0.3888429    0.4240562     0.2785993
    6.8759     0.7580216    0.3613176     0.6363764
    6.8855      1.488368    0.3677344      1.243709
    6.8951      2.176501    0.4285655      2.713063
    6.9047      2.025972    0.4883475      4.649483
    6.9143       1.46905    0.5597587      4.151022
    6.9239     0.9626533    0.5846785      2.483147
    6.9335     0.6434488    0.6014336      1.172305
    6.9431     0.5003981    0.6107933     0.6537078
    6.9527     0.5352729    0.7759289     0.3551755
    6.9622     0.7398209     1.113774     0.4200486
    6.9718      1.087883     1.215069     0.5555433
    6.9814      1.331098    0.9297136     0.5395257
     6.991      1.293253    0.5303613     0.4199312
    7.0006      1.384677    0.3158949     0.2923981
    7.0102      1.841323    0.2313668     0.2031513
    7.0198      2.353528    0.2037469     0.1080513
    7.0294      2.110015    0.2098339    0.07284561
     7.039      1.452878    0.2172529    0.04139515
    7.0486     0.9407506    0.1705505    0.05659258
    7.0582     0.8089101    0.1284483     0.1276008
    7.0678     0.9465057   0.09429657     0.2398258
    7.0774      1.001939   0.08134008     0.3834406
     7.087      1.100061   0.09749216     0.4740822
    7.0966      1.456591      0.12377     0.4539212
    7.1062      1.537107    0.1305392     0.4470475
    7.1158      1.109789    0.1147493     0.5056637
    7.1254      0.864837   0.07964842     0.6118515
     7.135     0.6629484   0.05869498     0.6593007
    7.1446     0.5916384   0.09102136     0.6367751
    7.1542     0.5617716    0.2169267     0.4676095
    7.1638     0.5407817    0.4800361     0.3194629
    7.1734     0.5239205     0.927912     0.1969197
     7.183     0.4690408     1.127377      0.178492
    7.1926     0.3858825     0.912893      0.230003
    7.2022     0.3164319     0.627655     0.3063778
    7.2118      0.284305    0.4954012     0.3170542
    7.2214     0.2765944    0.4572269      0.330017
     7.231     0.3026364    0.6442187     0.2948507
    7.2405     0.3616456    0.8822439     0.2847423
    7.2501     0.4287896    0.9407465      0.329727
    7.2597     0.5036817     0.678992     0.7175037
    7.2693     0.6574014    0.4639544       1.96433
    7.2789      1.258043    0.4327134      4.667668
    7.2885      2.673907     0.689755      8.842598
    7.2981      4.978944    0.9270829      12.51638
    7.3077      5.993951    0.9748995      12.83759
    7.3173      4.090631     1.015131      8.528095
    7.3269      2.162778     1.326894      3.625522
    7.3365      1.178794     1.235658       1.30974
    7.3461     0.7687982     1.092847      0.401209
